body diag: graph_backend=kuzu seconds=21600 stamp=20260707_025552
cycle rate (steady window): 1.02 cycles/s  (45 -> 22139 cycles over 21590.8s)
host CPU: mean 83.9% max 95.0% (pre-WS baseline was 30-35%)
  t=12.2s cycles=45
  t=2820.6s cycles=11320
  t=2832.8s cycles=11355
  t=2847s cycles=11394
  t=2859.1s cycles=11433
  t=2870.5s cycles=11473
  t=2883.7s cycles=11517
  t=2895.4s cycles=11563
  t=2906.6s cycles=11599
  t=2918.3s cycles=11645
  t=2930.8s cycles=11693
  t=2943.5s cycles=11737
  t=2954.9s cycles=11779
  t=2967.5s cycles=11826
  t=2980.7s cycles=11872
  t=2992s cycles=11909
  t=3003.8s cycles=11951
  t=3014.8s cycles=11998
  t=3028.2s cycles=12045
  t=3041.1s cycles=12092
  t=3053.3s cycles=12143
  t=3065.9s cycles=12191
  t=3077.5s cycles=12232
  t=3089.2s cycles=12279
  t=3103.1s cycles=12323
  t=3117.2s cycles=12361
  t=3128.7s cycles=12397
  t=3140s cycles=12431
  t=3151s cycles=12466
  t=3163.4s cycles=12501
  t=3176.4s cycles=12541
  t=3189.3s cycles=12582
  t=3202.9s cycles=12625
  t=3216s cycles=12670
  t=3228.4s cycles=12715
  t=3240.9s cycles=12762
  t=3252.3s cycles=12804
  t=3264s cycles=12846
  t=3276.9s cycles=12892
  t=3290.5s cycles=12939
  t=3302.7s cycles=12984
  t=3314.5s cycles=13030
  t=3326.4s cycles=13074
  t=3338.2s cycles=13113
  t=3350.6s cycles=13158
  t=3363.5s cycles=13204
  t=3375s cycles=13248
  t=3388.2s cycles=13290
  t=3399.3s cycles=13335
  t=3410.7s cycles=13375
  t=3425s cycles=13404
  t=3436.5s cycles=13438
  t=3448.3s cycles=13471
  t=3461.1s cycles=13504
  t=3472.3s cycles=13535
  t=3485.1s cycles=13570
  t=3496.5s cycles=13605
  t=3509.8s cycles=13643
  t=3521.6s cycles=13677
  t=3534.4s cycles=13718
  t=3546.8s cycles=13760
  t=3559.7s cycles=13800
  t=3571.2s cycles=13843
  t=3584.2s cycles=13888
  t=3595.8s cycles=13933
  t=3607.2s cycles=13967
  t=3619.1s cycles=14008
  t=3631.5s cycles=14058
  t=3643.9s cycles=14102
  t=3657s cycles=14144
  t=3668.7s cycles=14191
  t=3679.7s cycles=14231
  t=3691.2s cycles=14269
  t=3703.1s cycles=14309
  t=3716s cycles=14356
  t=3728.4s cycles=14402
  t=3742.9s cycles=14441
  t=3757.1s cycles=14475
  t=3768.9s cycles=14509
  t=3781.4s cycles=14538
  t=3794.6s cycles=14574
  t=3808.1s cycles=14614
  t=3819.6s cycles=14650
  t=3831.7s cycles=14687
  t=3845s cycles=14724
  t=3858.9s cycles=14766
  t=3872.4s cycles=14807
  t=3884.9s cycles=14849
  t=3896s cycles=14893
  t=3908.7s cycles=14930
  t=3921.6s cycles=14977
  t=3933.1s cycles=15023
  t=3945.8s cycles=15066
  t=3958.7s cycles=15109
  t=3970.4s cycles=15156
  t=3981.9s cycles=15200
  t=3995.8s cycles=15242
  t=4007s cycles=15284
  t=4020s cycles=15330
  t=4031.8s cycles=15376
  t=4045.1s cycles=15416
  t=4056.7s cycles=15463
  t=4069s cycles=15502
  t=4083.2s cycles=15534
  t=4094.4s cycles=15563
  t=4106.1s cycles=15591
  t=4118.2s cycles=15618
  t=4129.9s cycles=15647
  t=4141.1s cycles=15679
  t=4153.7s cycles=15713
  t=4165.2s cycles=15747
  t=4176.3s cycles=15779
  t=4188s cycles=15816
  t=4199.5s cycles=15853
  t=4214.3s cycles=15891
  t=4226.4s cycles=15934
  t=4239.3s cycles=15976
  t=4252.7s cycles=16027
  t=4265.6s cycles=16067
  t=4277s cycles=16113
  t=4288.6s cycles=16158
  t=4300.1s cycles=16193
  t=4312.7s cycles=16230
  t=4324.2s cycles=16274
  t=4335.7s cycles=16316
  t=4347.1s cycles=16352
  t=4358.7s cycles=16397
  t=4370.1s cycles=16439
  t=4381.8s cycles=16478
  t=4395s cycles=16519
  t=4406.9s cycles=16561
  t=4419.1s cycles=16588
  t=4431.8s cycles=16615
  t=4446.1s cycles=16646
  t=4457.3s cycles=16675
  t=4471.4s cycles=16709
  t=4482.6s cycles=16737
  t=4495.8s cycles=16773
  t=4506.8s cycles=16808
  t=4519.9s cycles=16843
  t=4531.3s cycles=16874
  t=4544.2s cycles=16911
  t=4557.4s cycles=16958
  t=4570.6s cycles=17001
  t=4583.2s cycles=17051
  t=4594.4s cycles=17090
  t=4607.1s cycles=17130
  t=4619.5s cycles=17170
  t=4631.4s cycles=17211
  t=4644.4s cycles=17258
  t=4656.6s cycles=17298
  t=4667.9s cycles=17338
  t=4679s cycles=17382
  t=4690.5s cycles=17418
  t=4702.7s cycles=17460
  t=4714.8s cycles=17509
  t=4726.2s cycles=17549
  t=4738.8s cycles=17588
  t=4750.5s cycles=17617
  t=4763.6s cycles=17650
  t=4774.7s cycles=17685
  t=4788s cycles=17716
  t=4801.7s cycles=17749
  t=4812.8s cycles=17782
  t=4825.1s cycles=17813
  t=4837.7s cycles=17839
  t=4850.3s cycles=17880
  t=4863.4s cycles=17926
  t=4876.5s cycles=17970
  t=4889s cycles=18014
  t=4900.3s cycles=18065
  t=4911.4s cycles=18105
  t=4923.9s cycles=18146
  t=4935.8s cycles=18192
  t=4947s cycles=18226
  t=4960.6s cycles=18267
  t=4972.6s cycles=18312
  t=4983.7s cycles=18350
  t=4997.5s cycles=18395
  t=5008.5s cycles=18430
  t=5020.6s cycles=18471
  t=5032.2s cycles=18510
  t=5044.1s cycles=18549
  t=5055.6s cycles=18589
  t=5067.1s cycles=18626
  t=5079.2s cycles=18670
  t=5094.1s cycles=18708
  t=5105.1s cycles=18735
  t=5116.5s cycles=18767
  t=5127.8s cycles=18789
  t=5142.1s cycles=18817
  t=5155.6s cycles=18848
  t=5167.6s cycles=18878
  t=5230.6s cycles=18946
  t=5242.7s cycles=18961
  t=5254.5s cycles=18984
  t=5302.3s cycles=19045
  t=5346.4s cycles=19096
  t=5358.5s cycles=19110
  t=5373.7s cycles=19126
  t=5404.3s cycles=19162
  t=5416.4s cycles=19177
  t=5428.6s cycles=19191
  t=5439.8s cycles=19204
  t=5452.8s cycles=19225
  t=5465.1s cycles=19240
  t=5478.2s cycles=19262
  t=5493.5s cycles=19284
  t=5506.2s cycles=19302
  t=5520.7s cycles=19318
  t=5552s cycles=19351
  t=5564.1s cycles=19370
  t=5576.6s cycles=19385
  t=5605.9s cycles=19417
  t=5617.2s cycles=19433
  t=5631s cycles=19449
  t=5646.2s cycles=19468
  t=5657.3s cycles=19480
  t=5702s cycles=19534
  t=5732.5s cycles=19572
  t=5743.6s cycles=19586
  t=5756.1s cycles=19602
  t=5768.5s cycles=19620
  t=5795.9s cycles=19659
  t=5808.4s cycles=19682
  t=5840.4s cycles=19723
  t=5871.9s cycles=19755
  t=5883.2s cycles=19766
  t=5926.6s cycles=19824
  t=5940.2s cycles=19841
  t=6002s cycles=19908
  t=6032.6s cycles=19942
  t=6044.9s cycles=19956
  t=6058.2s cycles=19970
  t=6086.5s cycles=20004
  t=6117.5s cycles=20039
  t=6132.1s cycles=20056
  t=6147.5s cycles=20075
  t=6163.2s cycles=20090
  t=6175.6s cycles=20107
  t=6188.2s cycles=20123
  t=6204.3s cycles=20139
  t=6217s cycles=20157
  t=6230.2s cycles=20174
  t=6246.1s cycles=20194
  t=6258.8s cycles=20212
  t=6271.4s cycles=20227
  t=6282.8s cycles=20240
  t=6326.3s cycles=20292
  t=6337.7s cycles=20306
  t=6352.9s cycles=20323
  t=6365s cycles=20341
  t=6379.9s cycles=20358
  t=6392.3s cycles=20373
  t=6472s cycles=20472
  t=6486.8s cycles=20491
  t=6499s cycles=20504
  t=6560s cycles=20577
  t=6571.5s cycles=20595
  t=6599.4s cycles=20629
  t=6611.4s cycles=20643
  t=6624.5s cycles=20658
  t=6638.5s cycles=20679
  t=6668.2s cycles=20708
  t=6679.6s cycles=20719
  t=6692.3s cycles=20729
  t=6705s cycles=20752
  t=6749s cycles=20797
  t=6765s cycles=20813
  t=6793.2s cycles=20848
  t=6902.5s cycles=20968
  t=6934s cycles=21003
  t=6962.4s cycles=21038
  t=6976s cycles=21054
  t=6987.4s cycles=21081
  t=7000.2s cycles=21097
  t=7012s cycles=21126
  t=7023.9s cycles=21146
  t=7035.9s cycles=21160
  t=7046.9s cycles=21173
  t=7061.7s cycles=21191
  t=7077.7s cycles=21218
  t=7088.7s cycles=21238
  t=7103.1s cycles=21266
  t=7115.7s cycles=21288
  t=7127.4s cycles=21303
  t=7139.2s cycles=21326
  t=7166.6s cycles=21359
  t=7181.6s cycles=21373
  t=7243.9s cycles=21449
  t=7258.1s cycles=21467
  t=7286.3s cycles=21501
  t=7316.6s cycles=21535
  t=7359.7s cycles=21587
  t=7371.9s cycles=21605
  t=7401.9s cycles=21640
  t=7415.2s cycles=21657
  t=7426.8s cycles=21673
  t=7439.9s cycles=21689
  t=7452.3s cycles=21706
  t=7532s cycles=21779
  t=7609.1s cycles=21857
  t=7655.2s cycles=21906
  t=7685.8s cycles=21935
  t=7701.9s cycles=21951
  t=7713.7s cycles=21968
  t=7729.2s cycles=21984
  t=7745.4s cycles=22002
  t=7758.2s cycles=22016
  t=7821.9s cycles=22088
  t=7835.2s cycles=22107
  t=7864.7s cycles=22139
  t=7875.7s cycles=22139
  t=7886.8s cycles=22139
  t=7897.8s cycles=22139
  t=7908.8s cycles=22139
  t=7919.8s cycles=22139
  t=7930.9s cycles=22139
  t=7941.9s cycles=22139
  t=7952.9s cycles=22139
  t=7964s cycles=22139
  t=7975s cycles=22139
  t=7986s cycles=22139
  t=7997s cycles=22139
  t=8008.1s cycles=22139
  t=8019.1s cycles=22139
  t=8030.1s cycles=22139
  t=8041.2s cycles=22139
  t=8052.2s cycles=22139
  t=8063.2s cycles=22139
  t=8074.2s cycles=22139
  t=8085.3s cycles=22139
  t=8096.3s cycles=22139
  t=8107.3s cycles=22139
  t=8118.4s cycles=22139
  t=8129.4s cycles=22139
  t=8140.4s cycles=22139
  t=8151.5s cycles=22139
  t=8162.5s cycles=22139
  t=8173.5s cycles=22139
  t=8184.6s cycles=22139
  t=8195.6s cycles=22139
  t=8206.6s cycles=22139
  t=8217.6s cycles=22139
  t=8228.7s cycles=22139
  t=8239.7s cycles=22139
  t=8250.7s cycles=22139
  t=8261.8s cycles=22139
  t=8272.8s cycles=22139
  t=8283.8s cycles=22139
  t=8294.9s cycles=22139
  t=8305.9s cycles=22139
  t=8317.2s cycles=22139
  t=8328.2s cycles=22139
  t=8339.2s cycles=22139
  t=8350.3s cycles=22139
  t=8361.3s cycles=22139
  t=8372.3s cycles=22139
  t=8383.3s cycles=22139
  t=8394.4s cycles=22139
  t=8405.4s cycles=22139
  t=8416.4s cycles=22139
  t=8427.5s cycles=22139
  t=8438.5s cycles=22139
  t=8449.5s cycles=22139
  t=8460.5s cycles=22139
  t=8471.5s cycles=22139
  t=8482.6s cycles=22139
  t=8493.6s cycles=22139
  t=8504.6s cycles=22139
  t=8515.7s cycles=22139
  t=8526.7s cycles=22139
  t=8537.7s cycles=22139
  t=8548.7s cycles=22139
  t=8559.8s cycles=22139
  t=8570.8s cycles=22139
  t=8581.8s cycles=22139
  t=8592.8s cycles=22139
  t=8603.9s cycles=22139
  t=8614.9s cycles=22139
  t=8625.9s cycles=22139
  t=8636.9s cycles=22139
  t=8648s cycles=22139
  t=8659s cycles=22139
  t=8670s cycles=22139
  t=8681s cycles=22139
  t=8692.1s cycles=22139
  t=8703.1s cycles=22139
  t=8714.1s cycles=22139
  t=8725.2s cycles=22139
  t=8736.2s cycles=22139
  t=8747.2s cycles=22139
  t=8758.2s cycles=22139
  t=8769.3s cycles=22139
  t=8780.3s cycles=22139
  t=8791.3s cycles=22139
  t=8802.3s cycles=22139
  t=8813.4s cycles=22139
  t=8824.4s cycles=22139
  t=8835.4s cycles=22139
  t=8846.4s cycles=22139
  t=8857.5s cycles=22139
  t=8868.5s cycles=22139
  t=8879.5s cycles=22139
  t=8890.5s cycles=22139
  t=8901.6s cycles=22139
  t=8912.6s cycles=22139
  t=8923.6s cycles=22139
  t=8934.7s cycles=22139
  t=8945.7s cycles=22139
  t=8956.7s cycles=22139
  t=8967.8s cycles=22139
  t=8978.8s cycles=22139
  t=8989.8s cycles=22139
  t=9000.8s cycles=22139
  t=9011.9s cycles=22139
  t=9022.9s cycles=22139
  t=9033.9s cycles=22139
  t=9044.9s cycles=22139
  t=9056s cycles=22139
  t=9067s cycles=22139
  t=9078s cycles=22139
  t=9089s cycles=22139
  t=9100.1s cycles=22139
  t=9111.1s cycles=22139
  t=9122.1s cycles=22139
  t=9133.1s cycles=22139
  t=9144.2s cycles=22139
  t=9155.2s cycles=22139
  t=9166.2s cycles=22139
  t=9177.3s cycles=22139
  t=9188.3s cycles=22139
  t=9199.3s cycles=22139
  t=9210.3s cycles=22139
  t=9221.4s cycles=22139
  t=9232.4s cycles=22139
  t=9243.4s cycles=22139
  t=9254.4s cycles=22139
  t=9265.5s cycles=22139
  t=9276.5s cycles=22139
  t=9287.5s cycles=22139
  t=9298.6s cycles=22139
  t=9309.6s cycles=22139
  t=9320.6s cycles=22139
  t=9331.7s cycles=22139
  t=9342.7s cycles=22139
  t=9353.7s cycles=22139
  t=9364.8s cycles=22139
  t=9375.8s cycles=22139
  t=9386.8s cycles=22139
  t=9397.9s cycles=22139
  t=9408.9s cycles=22139
  t=9419.9s cycles=22139
  t=9430.9s cycles=22139
  t=9442s cycles=22139
  t=9453s cycles=22139
  t=9464s cycles=22139
  t=9475.1s cycles=22139
  t=9486.1s cycles=22139
  t=9497.1s cycles=22139
  t=9508.2s cycles=22139
  t=9519.2s cycles=22139
  t=9530.2s cycles=22139
  t=9541.2s cycles=22139
  t=9552.3s cycles=22139
  t=9563.3s cycles=22139
  t=9574.3s cycles=22139
  t=9585.3s cycles=22139
  t=9596.4s cycles=22139
  t=9607.4s cycles=22139
  t=9618.4s cycles=22139
  t=9629.4s cycles=22139
  t=9640.5s cycles=22139
  t=9651.5s cycles=22139
  t=9662.5s cycles=22139
  t=9673.5s cycles=22139
  t=9684.6s cycles=22139
  t=9695.6s cycles=22139
  t=9706.6s cycles=22139
  t=9717.7s cycles=22139
  t=9728.7s cycles=22139
  t=9739.7s cycles=22139
  t=9750.7s cycles=22139
  t=9761.8s cycles=22139
  t=9772.8s cycles=22139
  t=9783.8s cycles=22139
  t=9794.9s cycles=22139
  t=9805.9s cycles=22139
  t=9816.9s cycles=22139
  t=9827.9s cycles=22139
  t=9839s cycles=22139
  t=9850s cycles=22139
  t=9861s cycles=22139
  t=9872.1s cycles=22139
  t=9883.1s cycles=22139
  t=9894.1s cycles=22139
  t=9905.1s cycles=22139
  t=9916.2s cycles=22139
  t=9927.2s cycles=22139
  t=9938.2s cycles=22139
  t=9949.3s cycles=22139
  t=9960.3s cycles=22139
  t=9971.3s cycles=22139
  t=9982.3s cycles=22139
  t=9993.4s cycles=22139
  t=10004.4s cycles=22139
  t=10015.4s cycles=22139
  t=10026.5s cycles=22139
  t=10037.5s cycles=22139
  t=10048.5s cycles=22139
  t=10059.5s cycles=22139
  t=10070.5s cycles=22139
  t=10081.6s cycles=22139
  t=10092.6s cycles=22139
  t=10103.6s cycles=22139
  t=10114.7s cycles=22139
  t=10125.7s cycles=22139
  t=10136.7s cycles=22139
  t=10147.7s cycles=22139
  t=10158.7s cycles=22139
  t=10169.8s cycles=22139
  t=10180.8s cycles=22139
  t=10191.8s cycles=22139
  t=10202.9s cycles=22139
  t=10213.9s cycles=22139
  t=10224.9s cycles=22139
  t=10236s cycles=22139
  t=10247s cycles=22139
  t=10258s cycles=22139
  t=10269.1s cycles=22139
  t=10280.1s cycles=22139
  t=10291.1s cycles=22139
  t=10302.1s cycles=22139
  t=10313.2s cycles=22139
  t=10324.2s cycles=22139
  t=10335.2s cycles=22139
  t=10346.3s cycles=22139
  t=10357.3s cycles=22139
  t=10368.3s cycles=22139
  t=10379.4s cycles=22139
  t=10390.4s cycles=22139
  t=10401.4s cycles=22139
  t=10412.4s cycles=22139
  t=10423.4s cycles=22139
  t=10434.5s cycles=22139
  t=10445.5s cycles=22139
  t=10456.5s cycles=22139
  t=10467.5s cycles=22139
  t=10478.6s cycles=22139
  t=10489.6s cycles=22139
  t=10500.6s cycles=22139
  t=10511.7s cycles=22139
  t=10522.7s cycles=22139
  t=10533.7s cycles=22139
  t=10544.8s cycles=22139
  t=10555.8s cycles=22139
  t=10566.8s cycles=22139
  t=10577.8s cycles=22139
  t=10588.9s cycles=22139
  t=10599.9s cycles=22139
  t=10610.9s cycles=22139
  t=10622s cycles=22139
  t=10633s cycles=22139
  t=10644s cycles=22139
  t=10655s cycles=22139
  t=10666.1s cycles=22139
  t=10677.1s cycles=22139
  t=10688.1s cycles=22139
  t=10699.2s cycles=22139
  t=10710.2s cycles=22139
  t=10721.2s cycles=22139
  t=10732.2s cycles=22139
  t=10743.3s cycles=22139
  t=10754.3s cycles=22139
  t=10765.3s cycles=22139
  t=10776.3s cycles=22139
  t=10787.4s cycles=22139
  t=10798.4s cycles=22139
  t=10809.4s cycles=22139
  t=10820.5s cycles=22139
  t=10831.5s cycles=22139
  t=10842.5s cycles=22139
  t=10853.6s cycles=22139
  t=10864.6s cycles=22139
  t=10875.6s cycles=22139
  t=10886.6s cycles=22139
  t=10897.7s cycles=22139
  t=10908.7s cycles=22139
  t=10919.7s cycles=22139
  t=10930.7s cycles=22139
  t=10941.8s cycles=22139
  t=10952.8s cycles=22139
  t=10963.8s cycles=22139
  t=10976.1s cycles=22139
  t=10987.2s cycles=22139
  t=10998.2s cycles=22139
  t=11009.2s cycles=22139
  t=11020.3s cycles=22139
  t=11031.3s cycles=22139
  t=11042.3s cycles=22139
  t=11053.3s cycles=22139
  t=11064.4s cycles=22139
  t=11075.4s cycles=22139
  t=11086.4s cycles=22139
  t=11097.5s cycles=22139
  t=11108.5s cycles=22139
  t=11119.5s cycles=22139
  t=11130.5s cycles=22139
  t=11141.6s cycles=22139
  t=11152.6s cycles=22139
  t=11163.6s cycles=22139
  t=11174.7s cycles=22139
  t=11185.7s cycles=22139
  t=11196.7s cycles=22139
  t=11207.8s cycles=22139
  t=11218.8s cycles=22139
  t=11229.8s cycles=22139
  t=11240.8s cycles=22139
  t=11251.9s cycles=22139
  t=11262.9s cycles=22139
  t=11273.9s cycles=22139
  t=11285s cycles=22139
  t=11296s cycles=22139
  t=11307s cycles=22139
  t=11318s cycles=22139
  t=11329.1s cycles=22139
  t=11340.1s cycles=22139
  t=11351.1s cycles=22139
  t=11362.2s cycles=22139
  t=11373.2s cycles=22139
  t=11384.2s cycles=22139
  t=11395.3s cycles=22139
  t=11406.3s cycles=22139
  t=11417.3s cycles=22139
  t=11428.4s cycles=22139
  t=11439.4s cycles=22139
  t=11450.4s cycles=22139
  t=11461.5s cycles=22139
  t=11472.5s cycles=22139
  t=11483.5s cycles=22139
  t=11494.5s cycles=22139
  t=11505.5s cycles=22139
  t=11516.6s cycles=22139
  t=11527.6s cycles=22139
  t=11538.6s cycles=22139
  t=11549.6s cycles=22139
  t=11560.7s cycles=22139
  t=11571.7s cycles=22139
  t=11582.7s cycles=22139
  t=11593.8s cycles=22139
  t=11604.8s cycles=22139
  t=11615.8s cycles=22139
  t=11626.8s cycles=22139
  t=11637.9s cycles=22139
  t=11648.9s cycles=22139
  t=11659.9s cycles=22139
  t=11670.9s cycles=22139
  t=11682s cycles=22139
  t=11693s cycles=22139
  t=11704s cycles=22139
  t=11715.1s cycles=22139
  t=11726.1s cycles=22139
  t=11737.1s cycles=22139
  t=11748.1s cycles=22139
  t=11759.2s cycles=22139
  t=11770.2s cycles=22139
  t=11781.2s cycles=22139
  t=11792.3s cycles=22139
  t=11803.3s cycles=22139
  t=11814.3s cycles=22139
  t=11825.3s cycles=22139
  t=11836.4s cycles=22139
  t=11847.4s cycles=22139
  t=11858.5s cycles=22139
  t=11869.5s cycles=22139
  t=11880.5s cycles=22139
  t=11891.5s cycles=22139
  t=11902.6s cycles=22139
  t=11913.6s cycles=22139
  t=11924.6s cycles=22139
  t=11935.6s cycles=22139
  t=11946.7s cycles=22139
  t=11957.7s cycles=22139
  t=11968.7s cycles=22139
  t=11979.7s cycles=22139
  t=11990.8s cycles=22139
  t=12001.8s cycles=22139
  t=12012.8s cycles=22139
  t=12023.9s cycles=22139
  t=12034.9s cycles=22139
  t=12045.9s cycles=22139
  t=12057s cycles=22139
  t=12068s cycles=22139
  t=12079s cycles=22139
  t=12090.1s cycles=22139
  t=12101.1s cycles=22139
  t=12112.1s cycles=22139
  t=12123.2s cycles=22139
  t=12134.2s cycles=22139
  t=12145.2s cycles=22139
  t=12156.2s cycles=22139
  t=12167.2s cycles=22139
  t=12178.3s cycles=22139
  t=12189.3s cycles=22139
  t=12200.3s cycles=22139
